label,n,rmse_phys_mean,rmse_phys_std,rmse_hyb_mean,rmse_hyb_std,impr_mean,impr_std,win_rate
lamR1,30,2.5134276698456546,0.00016180810147668374,1.9013709013227138,0.04608663548513732,0.6120567685229413,0.04598629430955702,1.0
lamR10,30,2.5134276698456546,0.00016180810147668374,1.9058698787196375,0.04610983990496396,0.6075577911260176,0.046013227306684897,1.0
