d2_frac,mean,std,count
0.1,1.8688880645356882,0.03376956098446599,5
0.25,1.8688823890710775,0.033743426916744826,5
0.5,1.8688684904404973,0.03373708239618794,5
0.75,1.8688501043174675,0.033756563473766245,5
1.0,1.8688490622854008,0.03376402537839841,5
